amount,transaction_type,merchant_category,location,card_type,hour,previous_transactions,is_foreign_transaction,fraud
147543,Online,Travel,Same City,Credit,4,18,No,1
32966,POS,Food,Different City,Credit,6,24,No,0
39831,Online,Fuel,Same City,Debit,0,18,No,1
153491,Online,Fuel,Same City,Debit,13,12,No,0
32373,POS,Food,Same City,Credit,2,0,No,0
82268,POS,Fuel,Same City,Debit,1,4,No,1
33655,Online,Electronics,Same City,Debit,17,1,No,0
54824,POS,Jewellery,Different City,Debit,15,11,No,0
4332,Online,Fuel,Different City,Credit,20,9,No,0
105902,Online,Food,Different City,Credit,11,2,No,0
103765,International,Food,Same City,Debit,12,26,Yes,1
144170,Online,Travel,Same City,Credit,18,18,No,0
93607,POS,Gaming,Different State,Debit,11,18,No,1
167704,Online,Electronics,Same City,Debit,2,9,No,1
7001,Online,Fuel,Different State,Debit,10,0,No,0
194860,ATM,Food,Different City,Debit,8,24,No,1
179235,Online,Travel,Same City,Credit,17,7,No,0
78924,POS,Shopping,Same City,Credit,11,8,No,0
193807,POS,Food,Same City,Credit,6,4,No,0
30104,Online,Electronics,Same City,Credit,18,26,No,0
16753,Online,Electronics,Same City,Credit,9,7,No,0
170659,Online,Shopping,Same City,Debit,11,16,No,0
26289,POS,Travel,International,Credit,6,18,Yes,0
24243,International,Food,Same City,Credit,5,20,Yes,0
3975,POS,Travel,Same City,Credit,19,21,No,0
137595,Online,Food,Same City,Credit,1,13,No,1
170938,ATM,Shopping,Same City,Credit,6,7,No,0
189233,Online,Jewellery,Same City,Debit,0,12,No,0
48514,Online,Shopping,Same City,Debit,20,22,No,0
182388,Online,Food,Different State,Credit,23,3,No,1
40313,Online,Food,Same City,Credit,8,10,No,0
148575,Online,Shopping,Different State,Credit,7,6,No,1
136233,Online,Shopping,Same City,Credit,10,7,No,0
154006,Online,Gaming,Same City,Credit,20,0,No,1
173968,POS,Electronics,Different State,Credit,6,8,No,1
54907,Online,Shopping,Same City,Credit,5,16,No,1
30703,ATM,Shopping,Different City,Credit,13,21,No,0
33193,Online,Shopping,Same City,Debit,9,19,No,0
1404,Online,Gaming,Same City,Credit,5,23,No,0
153019,International,Shopping,Different City,Debit,15,20,Yes,1
63670,Online,Gaming,Different City,Credit,19,15,No,1
93478,Online,Electronics,Same City,Credit,12,30,No,1
87266,POS,Shopping,Same City,Debit,5,11,No,1
167762,POS,Gaming,Same City,Credit,8,15,No,1
96955,Online,Food,Different City,Credit,9,28,No,1
71087,International,Food,Different City,Debit,10,6,Yes,1
183271,POS,Jewellery,Same City,Debit,18,17,No,1
196167,Online,Food,Different State,Debit,12,15,No,1
39614,Online,Food,Same City,Debit,20,22,No,0
51615,POS,Travel,Same City,Credit,21,9,No,0
86220,POS,Food,Different City,Credit,3,12,No,1
38665,Online,Travel,Different City,Debit,17,25,No,0
108963,Online,Fuel,Different City,Credit,3,12,No,1
135174,POS,Electronics,Same City,Credit,15,25,No,1
34388,Online,Travel,Same City,Debit,0,30,No,0
140689,POS,Fuel,International,Debit,0,17,Yes,1
101444,POS,Gaming,Same City,Debit,9,12,No,1
155329,ATM,Electronics,Same City,Credit,20,8,No,0
196358,POS,Fuel,Same City,Debit,9,11,No,0
53869,International,Shopping,Same City,Credit,18,27,Yes,1
165410,ATM,Shopping,Same City,Credit,16,27,No,1
175151,Online,Gaming,Different City,Credit,9,18,No,1
162739,Online,Jewellery,Same City,Debit,17,7,No,1
57948,POS,Shopping,International,Credit,11,25,Yes,1
7319,Online,Electronics,Same City,Debit,23,18,No,1
197848,Online,Shopping,Same City,Credit,15,29,No,1
126461,POS,Shopping,Different City,Credit,3,9,No,0
147779,POS,Electronics,Same City,Credit,2,27,No,1
157516,Online,Shopping,Same City,Credit,3,12,No,0
74267,POS,Electronics,Different City,Credit,0,1,No,1
172107,ATM,Shopping,Different State,Credit,17,26,No,1
109412,International,Food,Same City,Credit,2,28,Yes,1
10469,Online,Shopping,International,Debit,8,16,Yes,0
86378,Online,Food,Same City,Credit,10,6,No,0
16191,POS,Travel,Different City,Credit,18,3,No,0
142587,Online,Shopping,Different State,Credit,22,28,No,1
129995,Online,Fuel,Different State,Credit,21,9,No,1
4352,International,Food,Same City,Debit,5,29,Yes,0
171857,Online,Shopping,Same City,Credit,20,9,No,0
127129,International,Shopping,International,Credit,13,15,Yes,1
96700,POS,Food,Same City,Debit,7,17,No,0
20990,Online,Gaming,Same City,Debit,21,12,No,0
151513,International,Shopping,Different City,Credit,9,28,Yes,0
186218,Online,Jewellery,Same City,Credit,19,21,No,1
173610,Online,Shopping,Same City,Debit,10,5,No,0
46106,ATM,Travel,Same City,Credit,4,20,No,1
127648,POS,Shopping,Different City,Credit,19,22,No,1
136571,POS,Fuel,Same City,Debit,16,18,No,0
156831,Online,Shopping,Same City,Credit,20,22,No,1
113526,POS,Jewellery,Different State,Credit,11,24,No,1
38279,ATM,Shopping,Different City,Credit,4,12,No,1
199439,POS,Food,Same City,Credit,0,15,No,0
11328,Online,Fuel,Different City,Credit,7,0,No,0
99209,POS,Jewellery,Same City,Credit,1,25,No,1
116774,ATM,Shopping,Same City,Debit,13,13,No,0
15565,POS,Jewellery,Different State,Credit,4,17,No,0
123756,Online,Shopping,Different City,Credit,21,5,No,0
37540,POS,Shopping,Different City,Credit,17,8,No,0
40875,POS,Food,Different City,Credit,1,0,No,1
10327,POS,Travel,Same City,Debit,7,11,No,0
26780,POS,Jewellery,Same City,Credit,10,6,No,0
116228,International,Shopping,Different City,Credit,0,25,Yes,1
75929,Online,Electronics,Different City,Debit,17,1,No,0
121829,POS,Shopping,International,Credit,2,0,Yes,1
26924,POS,Fuel,Different City,Credit,9,2,No,0
199081,Online,Electronics,Different City,Credit,20,8,No,0
145765,Online,Travel,Different City,Debit,17,1,No,0
168280,POS,Travel,Different City,Credit,7,24,No,1
146702,POS,Jewellery,Different City,Credit,17,18,No,1
175116,Online,Shopping,Different City,Debit,22,14,No,0
62896,ATM,Food,Different City,Credit,10,17,No,0
90403,International,Electronics,Different City,Credit,0,17,Yes,1
49008,POS,Electronics,Different State,Debit,13,18,No,0
180840,Online,Fuel,Same City,Debit,13,0,No,0
190911,Online,Food,Same City,Credit,8,11,No,0
11432,Online,Food,Same City,Credit,7,13,No,0
18217,Online,Fuel,Same City,Credit,20,0,No,0
51074,POS,Food,Different City,Debit,12,9,No,0
120642,ATM,Travel,Different State,Credit,0,17,No,1
48383,Online,Shopping,Same City,Credit,16,0,No,0
71902,Online,Electronics,Same City,Debit,10,7,No,0
104517,POS,Food,Same City,Credit,18,29,No,0
45743,ATM,Travel,Same City,Credit,5,11,No,1
62794,International,Shopping,Different City,Debit,10,21,Yes,1
94166,Online,Shopping,Same City,Debit,4,16,No,1
12182,Online,Fuel,Same City,Credit,5,28,No,0
161904,POS,Food,Same City,Credit,5,19,No,1
34446,Online,Shopping,Same City,Debit,5,28,No,0
179536,Online,Shopping,Same City,Debit,15,27,No,1
1398,Online,Jewellery,Different State,Debit,6,3,No,0
153813,Online,Shopping,Same City,Debit,11,0,No,0
11918,Online,Electronics,Same City,Credit,20,7,No,0
162365,Online,Gaming,Same City,Credit,1,20,No,0
185890,POS,Food,Same City,Credit,10,12,No,0
177575,Online,Travel,Same City,Credit,19,9,No,1
117932,POS,Gaming,Different State,Credit,9,25,No,1
190667,ATM,Shopping,Different City,Credit,12,20,No,0
122121,International,Travel,Same City,Credit,9,14,Yes,1
64341,Online,Electronics,Same City,Credit,11,6,No,0
183417,International,Fuel,Different City,Debit,13,13,Yes,1
89224,Online,Shopping,Same City,Debit,13,2,No,0
150963,Online,Shopping,Different City,Credit,17,1,No,0
19545,ATM,Gaming,Same City,Credit,21,3,No,0
164218,POS,Jewellery,Same City,Debit,15,20,No,1
87996,Online,Shopping,Different City,Credit,11,18,No,0
36291,Online,Gaming,Different City,Debit,11,13,No,0
130642,Online,Food,Same City,Credit,0,1,No,0
195779,Online,Fuel,Different State,Credit,17,18,No,1
39029,ATM,Electronics,Same City,Credit,13,11,No,0
164298,POS,Food,Different City,Credit,15,24,No,1
187167,Online,Travel,Different City,Debit,15,13,No,0
18863,ATM,Food,Same City,Credit,1,3,No,0
72134,POS,Shopping,Same City,Credit,22,13,No,0
48331,Online,Fuel,Different State,Debit,11,2,No,0
127987,Online,Food,International,Credit,7,15,Yes,1
95895,POS,Food,Different City,Debit,13,8,No,0
134136,Online,Food,Same City,Debit,18,9,No,0
31639,Online,Food,Same City,Credit,13,18,No,0
148862,Online,Food,International,Debit,4,26,Yes,1
110646,ATM,Electronics,Different State,Debit,5,19,No,1
194006,Online,Shopping,Same City,Debit,8,21,No,1
36402,Online,Gaming,Same City,Debit,21,11,No,0
48870,Online,Shopping,Different State,Credit,22,29,No,0
175246,POS,Shopping,Different State,Debit,23,18,No,1
35998,Online,Fuel,Same City,Debit,14,0,No,0
170422,POS,Shopping,Same City,Credit,4,24,No,1
116677,POS,Fuel,Different City,Debit,22,22,No,1
16885,POS,Food,Same City,Debit,0,12,No,0
165287,Online,Shopping,Different State,Debit,16,13,No,1
29676,Online,Shopping,Different State,Credit,1,28,No,0
177280,POS,Travel,Same City,Credit,8,24,No,1
142480,Online,Jewellery,Same City,Debit,21,18,No,1
133664,Online,Jewellery,Same City,Credit,23,23,No,1
182896,Online,Shopping,Same City,Debit,19,29,No,1
114097,ATM,Gaming,Same City,Debit,13,8,No,1
13731,Online,Shopping,Same City,Credit,2,29,No,0
56500,Online,Fuel,International,Debit,2,3,Yes,1
76586,Online,Travel,Different State,Credit,22,28,No,1
15832,POS,Shopping,International,Debit,18,20,Yes,0
192853,Online,Food,Same City,Credit,8,7,No,0
106443,Online,Travel,Same City,Credit,10,6,No,0
171681,Online,Travel,Same City,Credit,10,11,No,0
51764,Online,Gaming,Same City,Credit,10,12,No,0
28933,POS,Fuel,Same City,Credit,19,1,No,0
121365,ATM,Gaming,Same City,Debit,22,17,No,1
53631,POS,Shopping,Same City,Credit,12,13,No,0
135722,International,Shopping,Different City,Credit,12,14,Yes,1
192996,POS,Shopping,Same City,Credit,15,27,No,0
84208,ATM,Food,International,Credit,6,8,Yes,1
141426,Online,Food,Same City,Debit,17,11,No,0
62861,International,Gaming,Different City,Debit,5,9,Yes,1
105004,POS,Shopping,Different State,Debit,10,17,No,0
178703,Online,Fuel,International,Credit,15,19,Yes,1
1227,ATM,Electronics,Same City,Debit,10,6,No,0
121217,Online,Electronics,Same City,Credit,20,7,No,0
18353,POS,Fuel,Different City,Credit,4,27,No,0
78697,Online,Jewellery,Same City,Credit,6,30,No,1
140391,International,Jewellery,Same City,Debit,0,20,Yes,1
58757,POS,Electronics,Same City,Credit,15,15,No,0
195894,International,Shopping,Different State,Credit,4,10,Yes,1
192117,POS,Travel,Same City,Credit,19,1,No,1
21843,Online,Shopping,Same City,Debit,4,6,No,0
76191,POS,Fuel,International,Credit,21,15,Yes,1
181435,POS,Jewellery,Same City,Debit,22,28,No,1
31638,POS,Gaming,Same City,Credit,22,19,No,0
104632,Online,Travel,Same City,Debit,23,21,No,1
61580,Online,Electronics,Same City,Debit,11,4,No,0
73906,International,Jewellery,Same City,Debit,6,24,Yes,1
52605,International,Shopping,Different State,Credit,8,7,Yes,1
184497,Online,Shopping,Different City,Credit,7,13,No,0
29989,Online,Electronics,Different City,Credit,10,1,No,0
25313,Online,Food,Different State,Credit,0,0,No,0
35371,Online,Travel,Different City,Debit,14,29,No,0
119562,ATM,Fuel,Same City,Credit,16,16,No,0
93988,POS,Shopping,Same City,Credit,12,15,No,0
66199,Online,Jewellery,Different City,Debit,20,12,No,1
178037,ATM,Fuel,Same City,Credit,15,22,No,1
172433,Online,Food,Different State,Credit,12,17,No,1
155353,International,Jewellery,Same City,Credit,0,1,Yes,1
180771,ATM,Electronics,Same City,Credit,21,1,No,0
174829,POS,Electronics,Same City,Credit,17,24,No,1
54749,ATM,Travel,Same City,Debit,6,23,No,0
169173,POS,Shopping,Same City,Debit,20,29,No,1
156933,POS,Fuel,Same City,Credit,1,1,No,1
154590,Online,Fuel,Different City,Credit,14,16,No,0
1031,ATM,Food,Different State,Debit,5,16,No,0
60561,Online,Jewellery,Same City,Credit,19,24,No,1
179129,Online,Electronics,Same City,Credit,7,20,No,0
111431,Online,Electronics,Same City,Credit,20,0,No,0
21686,Online,Shopping,Different City,Credit,11,27,No,0
199600,POS,Electronics,Different State,Debit,14,27,No,0
91190,International,Shopping,International,Debit,2,1,Yes,1
178588,POS,Shopping,Different State,Credit,19,13,No,1
53263,POS,Gaming,Same City,Credit,17,18,No,0
195920,Online,Gaming,Different City,Credit,13,23,No,1
169874,Online,Electronics,Same City,Credit,15,22,No,1
133554,POS,Food,Different State,Debit,17,25,No,1
107360,International,Food,Same City,Debit,11,0,Yes,1
171736,Online,Electronics,Different City,Credit,12,5,No,0
48354,Online,Food,Same City,Debit,0,18,No,1
51143,Online,Food,International,Debit,10,5,Yes,1
168088,POS,Fuel,Same City,Debit,14,9,No,0
63496,ATM,Travel,Same City,Credit,19,15,No,0
40022,Online,Jewellery,Different State,Credit,0,17,No,1
146125,Online,Electronics,Same City,Credit,2,29,No,1
76359,Online,Food,Different State,Debit,10,15,No,0
49506,POS,Jewellery,Same City,Debit,11,27,No,0
24430,POS,Food,Different City,Debit,9,16,No,0
14801,ATM,Food,Same City,Debit,5,8,No,0
184650,POS,Travel,Same City,Debit,15,11,No,0
13152,POS,Gaming,Different State,Credit,0,3,No,0
39402,Online,Shopping,Different City,Credit,20,1,No,0
44904,POS,Jewellery,Same City,Debit,11,4,No,0
42580,Online,Shopping,Different City,Debit,20,17,No,1
44179,ATM,Shopping,International,Debit,0,30,Yes,1
68697,ATM,Fuel,Different City,Credit,8,22,No,1
118387,Online,Travel,Different State,Debit,0,22,No,1
129813,ATM,Electronics,Different State,Debit,9,12,No,1
156747,Online,Food,Different State,Credit,1,23,No,1
129323,ATM,Food,Same City,Debit,7,8,No,0
17292,Online,Gaming,Different State,Debit,21,26,No,0
134871,Online,Electronics,Same City,Credit,9,17,No,0
60036,POS,Jewellery,Different City,Debit,20,5,No,1
129736,Online,Jewellery,Different State,Credit,7,4,No,0
173900,ATM,Travel,Same City,Credit,16,28,No,1
63985,Online,Fuel,Same City,Debit,17,6,No,0
170186,Online,Shopping,International,Credit,19,22,Yes,1
140496,Online,Shopping,Different City,Credit,1,11,No,1
8457,POS,Travel,Same City,Credit,0,1,No,0
73595,Online,Jewellery,Different City,Credit,1,22,No,1
59679,International,Travel,Same City,Debit,10,8,Yes,1
90633,POS,Jewellery,Same City,Credit,0,2,No,1
87939,POS,Food,Same City,Debit,22,22,No,1
78716,International,Shopping,Same City,Credit,9,6,Yes,1
17068,Online,Travel,Same City,Debit,21,21,No,0
58767,ATM,Gaming,Different State,Credit,2,25,No,1
26463,Online,Shopping,Same City,Credit,5,12,No,0
120874,ATM,Shopping,Same City,Debit,5,25,No,1
29200,POS,Travel,Same City,Credit,17,22,No,0
91473,Online,Jewellery,Same City,Debit,1,25,No,1
164152,Online,Shopping,Same City,Credit,9,11,No,0
82063,ATM,Shopping,Same City,Credit,13,4,No,0
142658,ATM,Food,Same City,Credit,12,3,No,0
36904,ATM,Gaming,Different State,Credit,13,23,No,0
195964,Online,Food,Different State,Credit,13,0,No,1
137914,Online,Jewellery,Different City,Credit,0,18,No,1
15621,Online,Shopping,Different City,Credit,0,25,No,0
162227,POS,Jewellery,Same City,Credit,1,9,No,1
186819,Online,Gaming,Different City,Credit,4,29,No,1
189780,Online,Shopping,Different State,Debit,6,8,No,1
139302,International,Travel,Same City,Credit,2,21,Yes,1
40012,Online,Food,Different State,Credit,11,1,No,0
38046,POS,Electronics,Same City,Credit,4,15,No,1
97377,Online,Travel,Different City,Credit,22,10,No,0
6465,POS,Gaming,Same City,Credit,22,6,No,0
65303,Online,Gaming,Same City,Debit,1,21,No,1
41199,POS,Gaming,Same City,Debit,3,10,No,0
38655,POS,Shopping,Different City,Credit,4,12,No,1
89158,ATM,Fuel,Same City,Credit,3,26,No,1
179749,POS,Electronics,Different City,Credit,19,4,No,0
155735,POS,Food,Different State,Debit,14,6,No,1
114171,ATM,Shopping,Same City,Credit,16,21,No,1
356,Online,Food,Different State,Debit,23,2,No,0
51610,Online,Food,Same City,Debit,5,0,No,1
169497,Online,Fuel,Same City,Credit,19,1,No,0
195338,International,Gaming,Different State,Credit,10,16,Yes,1
199652,Online,Shopping,Different State,Credit,19,24,No,1
54027,Online,Electronics,Same City,Credit,20,2,No,0
189787,Online,Electronics,Same City,Credit,2,28,No,1
144137,POS,Food,Same City,Debit,10,3,No,0
73714,Online,Shopping,Same City,Credit,3,7,No,1
143467,Online,Electronics,Same City,Debit,23,6,No,0
20231,ATM,Electronics,Same City,Debit,20,13,No,0
2469,Online,Travel,Different City,Credit,22,15,No,0
193635,Online,Shopping,Different City,Credit,9,20,No,0
126490,Online,Shopping,Same City,Credit,22,22,No,1
13300,International,Fuel,Same City,Credit,8,17,Yes,0
7331,ATM,Electronics,Different State,Credit,5,6,No,0
138796,Online,Electronics,Different State,Credit,2,19,No,1
168549,Online,Food,Same City,Debit,4,19,No,1
88817,Online,Shopping,Same City,Credit,2,7,No,1
192608,POS,Shopping,Different City,Credit,13,24,No,1
111683,Online,Food,Same City,Debit,12,29,No,1
142680,Online,Shopping,Same City,Credit,3,6,No,1
137660,POS,Food,International,Credit,4,6,Yes,1
188158,ATM,Food,Same City,Credit,9,25,No,1
100045,Online,Food,Different City,Credit,21,3,No,0
119920,Online,Shopping,Same City,Debit,3,11,No,1
134149,Online,Gaming,International,Debit,6,28,Yes,1
68763,POS,Fuel,Same City,Credit,18,12,No,0
126725,International,Shopping,Different City,Debit,7,0,Yes,0
141994,Online,Electronics,International,Credit,23,7,Yes,1
20745,ATM,Gaming,Same City,Debit,22,30,No,0
173461,POS,Travel,Same City,Credit,7,8,No,0
69364,Online,Electronics,Different City,Credit,2,17,No,1
33728,POS,Food,Same City,Credit,2,17,No,0
182689,POS,Jewellery,Same City,Credit,15,10,No,1
137940,POS,Electronics,Different City,Debit,18,15,No,0
152572,POS,Gaming,Same City,Credit,4,3,No,1
29035,Online,Fuel,Different State,Debit,11,16,No,0
145037,POS,Gaming,International,Debit,0,13,Yes,1
55480,POS,Electronics,International,Debit,13,27,Yes,1
107037,Online,Shopping,Different City,Debit,11,26,No,1
46763,POS,Electronics,Same City,Credit,19,13,No,0
147045,POS,Shopping,Different State,Credit,22,22,No,1
152343,ATM,Shopping,Same City,Debit,22,1,No,0
54411,POS,Shopping,Same City,Debit,11,6,No,0
182449,Online,Food,Different State,Debit,13,29,No,1
63559,Online,Gaming,Same City,Credit,1,24,No,1
81488,POS,Fuel,Same City,Debit,19,11,No,0
97505,POS,Food,Same City,Debit,7,21,No,1
153715,POS,Fuel,Same City,Debit,23,6,No,0
40503,Online,Food,International,Credit,14,25,Yes,0
157438,POS,Shopping,Different City,Debit,20,23,No,1
66700,ATM,Fuel,Different State,Debit,3,26,No,1
47861,POS,Food,Same City,Debit,12,7,No,0
68551,Online,Shopping,Same City,Debit,8,10,No,0
82400,Online,Electronics,Different City,Credit,15,19,No,0
173502,POS,Electronics,Different City,Debit,13,22,No,1
95091,ATM,Gaming,Same City,Debit,23,1,No,1
196513,POS,Fuel,Different City,Credit,20,24,No,1
86246,POS,Electronics,Same City,Credit,2,2,No,1
56668,International,Travel,International,Credit,15,22,Yes,1
125620,POS,Electronics,International,Debit,5,9,Yes,1
45097,POS,Electronics,International,Credit,19,16,Yes,0
